assignmentId: 2Z8SNTL0XULRU74YMSDMJX5GY731NP
task-197-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-197-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-197-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-197-reaction-time: 633
task-197-time-of-doTask: 1298899074812
task-197-time-of-keypress: 1298899076466
task-197-time-of-showCharacters: 1298899075833
task-198-are-same: true
task-198-character-0-alphabet: atemayar
task-198-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/azadwt60e62m231ia38.png
task-198-character-0-character-number: 23
task-198-character-0-id: azdw6062ia38
task-198-character-1-alphabet: atemayar
task-198-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aea0itbwet7m23easth.png
task-198-character-1-character-number: 23
task-198-character-1-id: ae0ibwt7asth
task-198-is-correct-answer: true
task-198-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-198-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-198-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-198-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-198-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-198-reaction-time: -1
task-198-time-of-doTask: 1298899077481
task-198-time-of-showCharacters: 1298899078828
task-199-are-same: true
task-199-character-0-alphabet: myanmar
task-199-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mpkyuna3on01znkucn.png
task-199-character-0-character-number: 01
task-199-character-0-id: a3pkun3onkucn
task-199-character-1-alphabet: myanmar
task-199-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ms3ynjaxhn01cehcip.png
task-199-character-1-character-number: 01
task-199-character-1-id: a1s3njxhehcip
task-199-is-correct-answer: true
task-199-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-199-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-199-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-199-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-199-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-199-reaction-time: -1
task-199-time-of-doTask: 1298899083845
task-199-time-of-showCharacters: 1298899085280
task-2-are-same: false
task-2-character-0-alphabet: atemayar
task-2-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1avzthyep8m25byvxkz.png
task-2-character-0-character-number: 25
task-2-character-0-id: a1vzhyp8yvxkz
task-2-character-1-alphabet: sylheti
task-2-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/atsvyyxllweh28h5n03.png
task-2-character-1-character-number: 28
task-2-character-1-id: atvyxlwe5n03
task-2-is-correct-answer: true
task-2-keypress: {"altKey":false,"charCode":108,"ctrlKey":false,"keyCode":108,"metaKey":false,"shiftKey":false,"timeStamp":1301230858880,"which":108}
task-2-keypress_before_show_prompt_count: 0
task-2-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-2-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-2-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-2-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-2-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-2-reaction-time: 935
task-2-time-of-doTask: 1298898057010
task-2-time-of-keypress: 1298898058880
task-2-time-of-showCharacters: 1298898057945
task-20-are-same: false
task-20-character-0-alphabet: atemayar
task-20-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1amatnxezom10lpzden.png
task-20-character-0-character-number: 10
task-20-character-0-id: a1manxzopzden
task-20-character-1-alphabet: tagalog
task-20-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ts3anjgxha02cehcip.png
task-20-character-1-character-number: 02
task-20-character-1-id: a1s3njxhehcip
task-20-is-correct-answer: true
task-20-keypress: {"altKey":false,"charCode":47,"ctrlKey":false,"keyCode":47,"metaKey":false,"shiftKey":false,"timeStamp":1301230945709,"which":47}
task-20-keypress_before_show_prompt_count: 0
task-20-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-20-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-20-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-20-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-20-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-20-reaction-time: 1178
task-20-time-of-doTask: 1298898143343
task-20-time-of-keypress: 1298898145710
task-20-time-of-showCharacters: 1298898144532
task-200-are-same: true
task-200-character-0-alphabet: inuktitut
task-200-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3inono9uk3k02cy1yu5.png
task-200-character-0-character-number: 02
task-200-character-0-id: a3noo9k3y1yu5
task-200-character-1-alphabet: inuktitut
task-200-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2ipfnktughk02hg1ofp.png
task-200-character-1-character-number: 02
task-200-character-1-id: a2pfktghg1ofp
task-200-is-correct-answer: true
task-200-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-200-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-200-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-200-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-200-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-200-reaction-time: -1
task-200-time-of-doTask: 1298899093584
task-200-time-of-showCharacters: 1298899094406
task-201-are-same: true
task-201-character-0-alphabet: tagalog
task-201-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ts3anjgxha10cehcip.png
task-201-character-0-character-number: 10
task-201-character-0-id: a1s3njxhehcip
task-201-character-1-alphabet: tagalog
task-201-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tmva1jgtwa10hep7xn.png
task-201-character-1-character-number: 10
task-201-character-1-id: a3mv1jtwep7xn
task-201-is-correct-answer: true
task-201-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-201-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-201-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-201-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-201-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-201-reaction-time: -1
task-201-time-of-doTask: 1298899099423
task-201-time-of-showCharacters: 1298899100257
task-202-are-same: false
task-202-character-0-alphabet: sylheti
task-202-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6sfjybvluzh20yrhm6.png
task-202-character-0-character-number: 20
task-202-character-0-id: a6fjbvuzrhm6
task-202-character-1-alphabet: sylheti
task-202-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/amsynypll5xh19zzw6q.png
task-202-character-1-character-number: 19
task-202-character-1-id: amynpl5xzw6q
task-202-is-correct-answer: false
task-202-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-202-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-202-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-202-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-202-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-202-reaction-time: -1
task-202-time-of-doTask: 1298899105276
task-202-time-of-showCharacters: 1298899106251
task-203-are-same: true
task-203-character-0-alphabet: korean
task-203-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kmaonxrzoe28lpzden.png
task-203-character-0-character-number: 28
task-203-character-0-id: a1manxzopzden
task-203-character-1-alphabet: korean
task-203-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2knmo1qrzue28fh14ls.png
task-203-character-1-character-number: 28
task-203-character-1-id: a2nm1qzuh14ls
task-203-is-correct-answer: true
task-203-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-203-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-203-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-203-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-203-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-203-reaction-time: -1
task-203-time-of-doTask: 1298899111269
task-203-time-of-showCharacters: 1298899112224
task-204-are-same: true
task-204-character-0-alphabet: atemayar
task-204-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/agastt3ceo6m06uusf8.png
task-204-character-0-character-number: 06
task-204-character-0-id: agst3co6usf8
task-204-character-1-alphabet: atemayar
task-204-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ayotvlelum06yv1c9h.png
task-204-character-1-character-number: 06
task-204-character-1-id: a1yovlluv1c9h
task-204-is-correct-answer: true
task-204-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-204-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-204-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-204-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-204-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-204-reaction-time: -1
task-204-time-of-doTask: 1298899117244
task-204-time-of-showCharacters: 1298899118507
task-205-are-same: true
task-205-character-0-alphabet: atemayar
task-205-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alajstxte6vm10r0a30.png
task-205-character-0-character-number: 10
task-205-character-0-id: aljsxt6v0a30
task-205-character-1-alphabet: atemayar
task-205-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/agastt3ceo6m10uusf8.png
task-205-character-1-character-number: 10
task-205-character-1-id: agst3co6usf8
task-205-is-correct-answer: true
task-205-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-205-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-205-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-205-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-205-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-205-reaction-time: -1
task-205-time-of-doTask: 1298899123523
task-205-time-of-showCharacters: 1298899124722
task-206-are-same: true
task-206-character-0-alphabet: tagalog
task-206-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/amtynaplg5xa10zzw6q.png
task-206-character-0-character-number: 10
task-206-character-0-id: amynpl5xzw6q
task-206-character-1-alphabet: tagalog
task-206-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/astu8a13gkba10l7bv1.png
task-206-character-1-character-number: 10
task-206-character-1-id: asu813kb7bv1
task-206-is-correct-answer: true
task-206-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-206-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-206-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-206-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-206-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-206-reaction-time: -1
task-206-time-of-doTask: 1298899129738
task-206-time-of-showCharacters: 1298899130979
task-207-are-same: true
task-207-character-0-alphabet: myanmar
task-207-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1maeyguanfn2516e081.png
task-207-character-0-character-number: 25
task-207-character-0-id: a1aegunf6e081
task-207-character-1-alphabet: myanmar
task-207-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/almjsyxta6vn25r0a30.png
task-207-character-1-character-number: 25
task-207-character-1-id: aljsxt6v0a30
task-207-is-correct-answer: true
task-207-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-207-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-207-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-207-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-207-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-207-reaction-time: -1
task-207-time-of-doTask: 1298899135995
task-207-time-of-showCharacters: 1298899136707
task-208-are-same: true
task-208-character-0-alphabet: korean
task-208-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2knmo1qrzue39fh14ls.png
task-208-character-0-character-number: 39
task-208-character-0-id: a2nm1qzuh14ls
task-208-character-1-alphabet: korean
task-208-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ajk6uoper9me397larg.png
task-208-character-1-character-number: 39
task-208-character-1-id: aj6upe9mlarg
task-208-is-correct-answer: true
task-208-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-208-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-208-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-208-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-208-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-208-reaction-time: -1
task-208-time-of-doTask: 1298899141724
task-208-time-of-showCharacters: 1298899142761
task-209-are-same: true
task-209-character-0-alphabet: tagalog
task-209-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ts3anjgxha05cehcip.png
task-209-character-0-character-number: 05
task-209-character-0-id: a1s3njxhehcip
task-209-character-1-alphabet: tagalog
task-209-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/altjsaxtg6va05r0a30.png
task-209-character-1-character-number: 05
task-209-character-1-id: aljsxt6v0a30
task-209-is-correct-answer: true
task-209-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-209-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-209-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-209-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-209-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-209-reaction-time: -1
task-209-time-of-doTask: 1298899147777
task-209-time-of-showCharacters: 1298899149328
task-21-are-same: false
task-21-character-0-alphabet: inuktitut
task-21-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iqknu9umck11gcvl35.png
task-21-character-0-character-number: 11
task-21-character-0-id: a1qku9mccvl35
task-21-character-1-alphabet: tagalog
task-21-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avtlbakmg6qa10ipb1s.png
task-21-character-1-character-number: 10
task-21-character-1-id: avlbkm6qpb1s
task-21-is-correct-answer: true
task-21-keypress: {"altKey":false,"charCode":54,"ctrlKey":false,"keyCode":54,"metaKey":false,"shiftKey":false,"timeStamp":1301230949203,"which":54}
task-21-keypress_before_show_prompt_count: 0
task-21-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-21-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-21-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-21-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-21-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-21-reaction-time: 1285
task-21-time-of-doTask: 1298898146717
task-21-time-of-keypress: 1298898149203
task-21-time-of-showCharacters: 1298898147918
task-22-are-same: false
task-22-character-0-alphabet: tagalog
task-22-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ts3anjgxha02cehcip.png
task-22-character-0-character-number: 02
task-22-character-0-id: a1s3njxhehcip
task-22-character-1-alphabet: sylheti
task-22-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sj8ys7lgih20uyto4a.png
task-22-character-1-character-number: 20
task-22-character-1-id: a1j8s7giyto4a
task-22-is-correct-answer: true
task-22-keypress: {"altKey":false,"charCode":54,"ctrlKey":false,"keyCode":54,"metaKey":false,"shiftKey":false,"timeStamp":1301230952450,"which":54}
task-22-keypress_before_show_prompt_count: 0
task-22-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-22-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-22-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-22-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-22-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-22-reaction-time: 935
task-22-time-of-doTask: 1298898150213
task-22-time-of-keypress: 1298898152450
task-22-time-of-showCharacters: 1298898151515
task-23-are-same: true
task-23-character-0-alphabet: myanmar
task-23-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6mfjybvauzn25yrhm6.png
task-23-character-0-character-number: 25
task-23-character-0-id: a6fjbvuzrhm6
task-23-character-1-alphabet: myanmar
task-23-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mfoyggatln25wgo7n4.png
task-23-character-1-character-number: 25
task-23-character-1-id: a1foggtlgo7n4
task-23-is-correct-answer: true
task-23-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-23-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-23-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-23-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-23-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-23-reaction-time: -1
task-23-time-of-doTask: 1298898153460
task-23-time-of-showCharacters: 1298898155037
task-24-are-same: true
task-24-character-0-alphabet: myanmar
task-24-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aym0byjcagyn322dhix.png
task-24-character-0-character-number: 32
task-24-character-0-id: ay0bjcgydhix
task-24-character-1-alphabet: myanmar
task-24-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6mfjybvauzn32yrhm6.png
task-24-character-1-character-number: 32
task-24-character-1-id: a6fjbvuzrhm6
task-24-is-correct-answer: true
task-24-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-24-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-24-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-24-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-24-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-24-reaction-time: -1
task-24-time-of-doTask: 1298898160048
task-24-time-of-showCharacters: 1298898161223
task-25-are-same: false
task-25-character-0-alphabet: sylheti
task-25-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sa2y5plyfh19ooa9ge.png
task-25-character-0-character-number: 19
task-25-character-0-id: a1a25pyfoa9ge
task-25-character-1-alphabet: inuktitut
task-25-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aei0inbwut7k01easth.png
task-25-character-1-character-number: 01
task-25-character-1-id: ae0ibwt7asth
task-25-is-correct-answer: true
task-25-keypress: {"altKey":false,"charCode":54,"ctrlKey":false,"keyCode":54,"metaKey":false,"shiftKey":false,"timeStamp":1301230968278,"which":54}
task-25-keypress_before_show_prompt_count: 0
task-25-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-25-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-25-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-25-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-25-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-25-reaction-time: 935
task-25-time-of-doTask: 1298898166228
task-25-time-of-keypress: 1298898168279
task-25-time-of-showCharacters: 1298898167344
task-26-are-same: false
task-26-character-0-alphabet: korean
task-26-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a5k37o9lruie39nt3pc.png
task-26-character-0-character-number: 39
task-26-character-0-id: a5379luit3pc
task-26-character-1-alphabet: inuktitut
task-26-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iw3nfou0dk0177cf5t.png
task-26-character-1-character-number: 01
task-26-character-1-id: a1w3fo0d7cf5t
task-26-is-correct-answer: false
task-26-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-26-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-26-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-26-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-26-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-26-reaction-time: -1
task-26-time-of-doTask: 1298898169287
task-26-time-of-showCharacters: 1298898170456
task-27-are-same: false
task-27-character-0-alphabet: korean
task-27-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2keronxre6e040jlm4x.png
task-27-character-0-character-number: 04
task-27-character-0-id: a2ernxe6jlm4x
task-27-character-1-alphabet: inuktitut
task-27-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1i2rnfyur8k11edbn79.png
task-27-character-1-character-number: 11
task-27-character-1-id: a12rfyr8dbn79
task-27-is-correct-answer: true
task-27-keypress: {"altKey":false,"charCode":54,"ctrlKey":false,"keyCode":54,"metaKey":false,"shiftKey":false,"timeStamp":1301230978806,"which":54}
task-27-keypress_before_show_prompt_count: 0
task-27-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-27-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-27-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-27-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-27-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-27-reaction-time: 1874
task-27-time-of-doTask: 1298898175465
task-27-time-of-keypress: 1298898178806
task-27-time-of-showCharacters: 1298898176932
task-28-are-same: true
task-28-character-0-alphabet: korean
task-28-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kd7oxwrp0e29ygand5.png
task-28-character-0-character-number: 29
task-28-character-0-id: a3d7xwp0gand5
task-28-character-1-alphabet: korean
task-28-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kudoqvr4pe29ufypkn.png
task-28-character-1-character-number: 29
task-28-character-1-id: a1udqv4pfypkn
task-28-is-correct-answer: true
task-28-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-28-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-28-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-28-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-28-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-28-reaction-time: -1
task-28-time-of-doTask: 1298898179816
task-28-time-of-showCharacters: 1298898180792
task-29-are-same: false
task-29-character-0-alphabet: sylheti
task-29-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sl2yfzlynh28s31zvf.png
task-29-character-0-character-number: 28
task-29-character-0-id: a1l2fzyn31zvf
task-29-character-1-alphabet: atemayar
task-29-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1apotymebem23kntexx.png
task-29-character-1-character-number: 23
task-29-character-1-id: a1poymbentexx
task-29-is-correct-answer: true
task-29-keypress: {"altKey":false,"charCode":54,"ctrlKey":false,"keyCode":54,"metaKey":false,"shiftKey":false,"timeStamp":1301230987506,"which":54}
task-29-keypress_before_show_prompt_count: 0
task-29-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-29-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-29-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-29-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-29-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-29-reaction-time: 856
task-29-time-of-doTask: 1298898185802
task-29-time-of-keypress: 1298898187506
task-29-time-of-showCharacters: 1298898186650
task-3-are-same: false
task-3-character-0-alphabet: tagalog
task-3-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1t2rafygr8a06edbn79.png
task-3-character-0-character-number: 06
task-3-character-0-id: a12rfyr8dbn79
task-3-character-1-alphabet: inuktitut
task-3-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iw3nfou0dk1177cf5t.png
task-3-character-1-character-number: 11
task-3-character-1-id: a1w3fo0d7cf5t
task-3-is-correct-answer: true
task-3-keypress: {"altKey":false,"charCode":39,"ctrlKey":false,"keyCode":39,"metaKey":false,"shiftKey":false,"timeStamp":1301230861306,"which":39}
task-3-keypress_before_show_prompt_count: 0
task-3-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-3-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
