assignmentId: 2PC0COK2JE1ML9V7CAIWCOZBL0JMTI
task-196-character-1-character-number: 23
task-196-character-1-id: awl8tng8e81d
task-196-is-correct-answer: true
task-196-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-196-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-196-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-196-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-196-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-196-reaction-time: -1
task-196-time-of-doTask: 1298899311627
task-196-time-of-showCharacters: 1298899313191
task-197-are-same: true
task-197-character-0-alphabet: sylheti
task-197-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ss3ynjlxhh20cehcip.png
task-197-character-0-character-number: 20
task-197-character-0-id: a1s3njxhehcip
task-197-character-1-alphabet: sylheti
task-197-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avslbykml6qh20ipb1s.png
task-197-character-1-character-number: 20
task-197-character-1-id: avlbkm6qpb1s
task-197-is-correct-answer: true
task-197-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-197-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-197-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-197-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-197-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-197-reaction-time: -1
task-197-time-of-doTask: 1298899318204
task-197-time-of-showCharacters: 1298899318978
task-198-are-same: false
task-198-character-0-alphabet: tagalog
task-198-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ta2a5pgyfa06ooa9ge.png
task-198-character-0-character-number: 06
task-198-character-0-id: a1a25pyfoa9ge
task-198-character-1-alphabet: sylheti
task-198-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3snpy21laph20vfa18b.png
task-198-character-1-character-number: 20
task-198-character-1-id: a3np21apfa18b
task-198-is-correct-answer: true
task-198-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301232125795,"which":13}
task-198-keypress_before_show_prompt_count: 0
task-198-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-198-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-198-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-198-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-198-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-198-reaction-time: 896
task-198-time-of-doTask: 1298899323990
task-198-time-of-keypress: 1298899325795
task-198-time-of-showCharacters: 1298899324899
task-199-are-same: false
task-199-character-0-alphabet: korean
task-199-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kd7oxwrp0e04ygand5.png
task-199-character-0-character-number: 04
task-199-character-0-id: a3d7xwp0gand5
task-199-character-1-alphabet: myanmar
task-199-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mumyhcarjn31j9zfdp.png
task-199-character-1-character-number: 31
task-199-character-1-id: a1umhcrj9zfdp
task-199-is-correct-answer: true
task-199-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301232129354,"which":13}
task-199-keypress_before_show_prompt_count: 0
task-199-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-199-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-199-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-199-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-199-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-199-reaction-time: 1599
task-199-time-of-doTask: 1298899326807
task-199-time-of-keypress: 1298899329354
task-199-time-of-showCharacters: 1298899327755
task-2-are-same: false
task-2-character-0-alphabet: atemayar
task-2-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alajstxte6vm23r0a30.png
task-2-character-0-character-number: 23
task-2-character-0-id: aljsxt6v0a30
task-2-character-1-alphabet: korean
task-2-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aek0iobwrt7e29easth.png
task-2-character-1-character-number: 29
task-2-character-1-id: ae0ibwt7asth
task-2-is-correct-answer: true
task-2-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231089472,"which":13}
task-2-keypress_before_show_prompt_count: 0
task-2-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-2-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-2-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-2-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-2-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-2-reaction-time: 1166
task-2-time-of-doTask: 1298898287470
task-2-time-of-keypress: 1298898289472
task-2-time-of-showCharacters: 1298898288306
task-20-are-same: false
task-20-character-0-alphabet: sylheti
task-20-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ays0byjclgyh282dhix.png
task-20-character-0-character-number: 28
task-20-character-0-id: ay0bjcgydhix
task-20-character-1-alphabet: korean
task-20-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kakoudr1ge39xdstsd.png
task-20-character-1-character-number: 39
task-20-character-1-id: a2akud1gdstsd
task-20-is-correct-answer: true
task-20-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231176034,"which":13}
task-20-keypress_before_show_prompt_count: 0
task-20-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-20-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-20-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-20-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-20-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-20-reaction-time: 1298
task-20-time-of-doTask: 1298898373466
task-20-time-of-keypress: 1298898376034
task-20-time-of-showCharacters: 1298898374736
task-200-are-same: false
task-200-character-0-alphabet: tagalog
task-200-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aet0iabwgt7a02easth.png
task-200-character-0-character-number: 02
task-200-character-0-id: ae0ibwt7asth
task-200-character-1-alphabet: inuktitut
task-200-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alijsnxtu6vk11r0a30.png
task-200-character-1-character-number: 11
task-200-character-1-id: aljsxt6v0a30
task-200-is-correct-answer: true
task-200-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301232134543,"which":13}
task-200-keypress_before_show_prompt_count: 0
task-200-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-200-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-200-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-200-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-200-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-200-reaction-time: 1347
task-200-time-of-doTask: 1298899331867
task-200-time-of-keypress: 1298899334543
task-200-time-of-showCharacters: 1298899333196
task-201-are-same: false
task-201-character-0-alphabet: atemayar
task-201-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/axa5gtghehjm25d0o6g.png
task-201-character-0-character-number: 25
task-201-character-0-id: ax5gghhj0o6g
task-201-character-1-alphabet: sylheti
task-201-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sl2yfzlynh19s31zvf.png
task-201-character-1-character-number: 19
task-201-character-1-id: a1l2fzyn31zvf
task-201-is-correct-answer: true
task-201-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301232137442,"which":13}
task-201-keypress_before_show_prompt_count: 0
task-201-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-201-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-201-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-201-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-201-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-201-reaction-time: 622
task-201-time-of-doTask: 1298899335555
task-201-time-of-keypress: 1298899337442
task-201-time-of-showCharacters: 1298899336820
task-202-are-same: false
task-202-character-0-alphabet: tagalog
task-202-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1teharxgjpa10klsq0r.png
task-202-character-0-character-number: 10
task-202-character-0-id: a1ehrxjplsq0r
task-202-character-1-alphabet: inuktitut
task-202-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iw3nfou0dk0177cf5t.png
task-202-character-1-character-number: 01
task-202-character-1-id: a1w3fo0d7cf5t
task-202-is-correct-answer: true
task-202-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301232140272,"which":13}
task-202-keypress_before_show_prompt_count: 0
task-202-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-202-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-202-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-202-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-202-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-202-reaction-time: 569
task-202-time-of-doTask: 1298899338452
task-202-time-of-keypress: 1298899340272
task-202-time-of-showCharacters: 1298899339703
task-203-are-same: false
task-203-character-0-alphabet: atemayar
task-203-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2apftkteghm10hg1ofp.png
task-203-character-0-character-number: 10
task-203-character-0-id: a2pfktghg1ofp
task-203-character-1-alphabet: atemayar
task-203-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/awal8ttneg8m23re81d.png
task-203-character-1-character-number: 23
task-203-character-1-id: awl8tng8e81d
task-203-is-correct-answer: true
task-203-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301232145007,"which":13}
task-203-keypress_before_show_prompt_count: 0
task-203-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-203-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-203-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-203-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-203-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-203-reaction-time: 2971
task-203-time-of-doTask: 1298899341283
task-203-time-of-keypress: 1298899345007
task-203-time-of-showCharacters: 1298899342036
task-204-are-same: true
task-204-character-0-alphabet: atemayar
task-204-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1amatnxezom10lpzden.png
task-204-character-0-character-number: 10
task-204-character-0-id: a1manxzopzden
task-204-character-1-alphabet: atemayar
task-204-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alajstxte6vm10r0a30.png
task-204-character-1-character-number: 10
task-204-character-1-id: aljsxt6v0a30
task-204-is-correct-answer: false
task-204-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301232149542,"which":13}
task-204-keypress_before_show_prompt_count: 0
task-204-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-204-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-204-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-204-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-204-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-204-reaction-time: 1942
task-204-time-of-doTask: 1298899346020
task-204-time-of-keypress: 1298899349542
task-204-time-of-showCharacters: 1298899347600
task-205-are-same: false
task-205-character-0-alphabet: korean
task-205-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kdfoh6rdpe39di11ip.png
task-205-character-0-character-number: 39
task-205-character-0-id: a3dfh6dpi11ip
task-205-character-1-alphabet: sylheti
task-205-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sa2y5plyfh20ooa9ge.png
task-205-character-1-character-number: 20
task-205-character-1-id: a1a25pyfoa9ge
task-205-is-correct-answer: true
task-205-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301232152804,"which":13}
task-205-keypress_before_show_prompt_count: 0
task-205-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-205-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-205-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-205-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-205-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-205-reaction-time: 870
task-205-time-of-doTask: 1298899350554
task-205-time-of-keypress: 1298899352804
task-205-time-of-showCharacters: 1298899351934
task-206-are-same: false
task-206-character-0-alphabet: inuktitut
task-206-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ij8ns7ugik01uyto4a.png
task-206-character-0-character-number: 01
task-206-character-0-id: a1j8s7giyto4a
task-206-character-1-alphabet: myanmar
task-206-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mumyhcarjn32j9zfdp.png
task-206-character-1-character-number: 32
task-206-character-1-id: a1umhcrj9zfdp
task-206-is-correct-answer: true
task-206-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301232156064,"which":13}
task-206-keypress_before_show_prompt_count: 0
task-206-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-206-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-206-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-206-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-206-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-206-reaction-time: 731
task-206-time-of-doTask: 1298899353817
task-206-time-of-keypress: 1298899356064
task-206-time-of-showCharacters: 1298899355333
task-207-are-same: true
task-207-character-0-alphabet: inuktitut
task-207-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iw3nfou0dk0277cf5t.png
task-207-character-0-character-number: 02
task-207-character-0-id: a1w3fo0d7cf5t
task-207-character-1-alphabet: inuktitut
task-207-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3imvn1jutwk02hep7xn.png
task-207-character-1-character-number: 02
task-207-character-1-id: a3mv1jtwep7xn
task-207-is-correct-answer: true
task-207-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-207-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-207-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-207-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-207-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-207-reaction-time: -1
task-207-time-of-doTask: 1298899357075
task-207-time-of-showCharacters: 1298899358554
task-208-are-same: true
task-208-character-0-alphabet: tagalog
task-208-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tl2afzgyna05s31zvf.png
task-208-character-0-character-number: 05
task-208-character-0-id: a1l2fzyn31zvf
task-208-character-1-alphabet: tagalog
task-208-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2tdua38g80a05mjbrov.png
task-208-character-1-character-number: 05
task-208-character-1-id: a2du3880jbrov
task-208-is-correct-answer: true
task-208-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-208-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-208-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-208-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-208-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-208-reaction-time: -1
task-208-time-of-doTask: 1298899363567
task-208-time-of-showCharacters: 1298899365072
task-209-are-same: false
task-209-character-0-alphabet: inuktitut
task-209-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2ipfnktughk02hg1ofp.png
task-209-character-0-character-number: 02
task-209-character-0-id: a2pfktghg1ofp
task-209-character-1-alphabet: atemayar
task-209-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3am0tkte6km23ujezd1.png
task-209-character-1-character-number: 23
task-209-character-1-id: a3m0kt6kjezd1
task-209-is-correct-answer: true
task-209-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301232172110,"which":13}
task-209-keypress_before_show_prompt_count: 0
task-209-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-209-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-209-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-209-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-209-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-209-reaction-time: 669
task-209-time-of-doTask: 1298899370086
task-209-time-of-keypress: 1298899372110
task-209-time-of-showCharacters: 1298899371441
task-21-are-same: true
task-21-character-0-alphabet: tagalog
task-21-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/agthraklge9a02jvf6z.png
task-21-character-0-character-number: 02
task-21-character-0-id: aghrkle9vf6z
task-21-character-1-alphabet: tagalog
task-21-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2tdua38g80a02mjbrov.png
task-21-character-1-character-number: 02
task-21-character-1-id: a2du3880jbrov
task-21-is-correct-answer: true
task-21-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-21-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-21-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-21-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-21-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-21-reaction-time: -1
task-21-time-of-doTask: 1298898377042
task-21-time-of-showCharacters: 1298898378616
task-22-are-same: true
task-22-character-0-alphabet: inuktitut
task-22-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1is3nnjuxhk11cehcip.png
task-22-character-0-character-number: 11
task-22-character-0-id: a1s3njxhehcip
task-22-character-1-alphabet: inuktitut
task-22-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3inono9uk3k11cy1yu5.png
task-22-character-1-character-number: 11
task-22-character-1-id: a3noo9k3y1yu5
task-22-is-correct-answer: true
task-22-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-22-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-22-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-22-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-22-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-22-reaction-time: -1
task-22-time-of-doTask: 1298898383625
task-22-time-of-showCharacters: 1298898384321
task-23-are-same: false
task-23-character-0-alphabet: atemayar
task-23-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1amatnxezom10lpzden.png
task-23-character-0-character-number: 10
task-23-character-0-id: a1manxzopzden
task-23-character-1-alphabet: inuktitut
task-23-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3iqant9uqkk016qumi2.png
task-23-character-1-character-number: 01
task-23-character-1-id: a3qat9qkqumi2
task-23-is-correct-answer: true
task-23-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231191572,"which":13}
task-23-keypress_before_show_prompt_count: 0
task-23-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-23-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-23-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-23-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-23-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-23-reaction-time: 1043
task-23-time-of-doTask: 1298898389331
task-23-time-of-keypress: 1298898391572
task-23-time-of-showCharacters: 1298898390529
task-24-are-same: false
task-24-character-0-alphabet: tagalog
task-24-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ayt0bajcggya022dhix.png
task-24-character-0-character-number: 02
task-24-character-0-id: ay0bjcgydhix
task-24-character-1-alphabet: atemayar
task-24-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3a1xtqfetzm06icsia2.png
task-24-character-1-character-number: 06
task-24-character-1-id: a31xqftzcsia2
task-24-is-correct-answer: true
task-24-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231194678,"which":13}
task-24-keypress_before_show_prompt_count: 0
task-24-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-24-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-24-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-24-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-24-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-24-reaction-time: 1024
task-24-time-of-doTask: 1298898392580
task-24-time-of-keypress: 1298898394678
task-24-time-of-showCharacters: 1298898393654
task-25-are-same: false
task-25-character-0-alphabet: sylheti
task-25-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3spkyunl3oh17znkucn.png
task-25-character-0-character-number: 17
task-25-character-0-id: a3pkun3onkucn
task-25-character-1-alphabet: myanmar
task-25-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mehyrxajpn31klsq0r.png
task-25-character-1-character-number: 31
task-25-character-1-id: a1ehrxjplsq0r
task-25-is-correct-answer: true
task-25-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231198747,"which":13}
task-25-keypress_before_show_prompt_count: 0
task-25-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-25-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-25-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-25-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-25-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-25-reaction-time: 1701
task-25-time-of-doTask: 1298898395685
task-25-time-of-keypress: 1298898398747
task-25-time-of-showCharacters: 1298898397046
task-26-are-same: true
task-26-character-0-alphabet: atemayar
task-26-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1aqktu9emcm25gcvl35.png
task-26-character-0-character-number: 25
task-26-character-0-id: a1qku9mccvl35
task-26-character-1-alphabet: atemayar
task-26-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alajstxte6vm25r0a30.png
task-26-character-1-character-number: 25
task-26-character-1-id: aljsxt6v0a30
task-26-is-correct-answer: true
task-26-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-26-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-26-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-26-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-26-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-26-reaction-time: -1
task-26-time-of-doTask: 1298898399756
task-26-time-of-showCharacters: 1298898401324
task-27-are-same: false
task-27-character-0-alphabet: sylheti
task-27-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3s0xyq7l55h20n5spo8.png
task-27-character-0-character-number: 20
task-27-character-0-id: a30xq7555spo8
task-27-character-1-alphabet: myanmar
task-27-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2mpfyktaghn25hg1ofp.png
task-27-character-1-character-number: 25
task-27-character-1-id: a2pfktghg1ofp
task-27-is-correct-answer: true
task-27-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231208290,"which":13}
task-27-keypress_before_show_prompt_count: 0
task-27-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-27-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
