assignmentId: 22O6NG1FS3NY13MLIQ6ZYZL36RSZLM
task-28-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-28-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-28-reaction-time: 688
task-28-time-of-doTask: 1298903218355
task-28-time-of-keypress: 1298903220039
task-28-time-of-showCharacters: 1298903219351
task-29-are-same: false
task-29-character-0-alphabet: myanmar
task-29-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mstyvgajqn01bfl5kk.png
task-29-character-0-character-number: 01
task-29-character-0-id: a1stvgjqfl5kk
task-29-character-1-alphabet: sylheti
task-29-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a4s85y8nl7gh203gst4.png
task-29-character-1-character-number: 20
task-29-character-1-id: a4858n7ggst4
task-29-is-correct-answer: true
task-29-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301236022583,"which":97}
task-29-keypress_before_show_prompt_count: 0
task-29-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-29-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-29-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-29-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-29-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-29-reaction-time: 804
task-29-time-of-doTask: 1298903221046
task-29-time-of-keypress: 1298903222583
task-29-time-of-showCharacters: 1298903221779
task-3-are-same: false
task-3-character-0-alphabet: myanmar
task-3-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/almjsyxta6vn25r0a30.png
task-3-character-0-character-number: 25
task-3-character-0-id: aljsxt6v0a30
task-3-character-1-alphabet: korean
task-3-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kumohcrrje29j9zfdp.png
task-3-character-1-character-number: 29
task-3-character-1-id: a1umhcrj9zfdp
task-3-is-correct-answer: true
task-3-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301235929719,"which":97}
task-3-keypress_before_show_prompt_count: 0
task-3-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-3-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-3-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-3-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-3-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-3-reaction-time: 292
task-3-time-of-doTask: 1298903128456
task-3-time-of-keypress: 1298903129719
task-3-time-of-showCharacters: 1298903129427
task-30-are-same: false
task-30-character-0-alphabet: atemayar
task-30-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2apftkteghm06hg1ofp.png
task-30-character-0-character-number: 06
task-30-character-0-id: a2pfktghg1ofp
task-30-character-1-alphabet: myanmar
task-30-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mclyejahbn322x9yyn.png
task-30-character-1-character-number: 32
task-30-character-1-id: a1clejhbx9yyn
task-30-is-correct-answer: true
task-30-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301236030263,"which":97}
task-30-keypress_before_show_prompt_count: 0
task-30-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-30-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-30-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-30-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-30-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-30-reaction-time: 610
task-30-time-of-doTask: 1298903228269
task-30-time-of-keypress: 1298903230264
task-30-time-of-showCharacters: 1298903229654
task-31-are-same: false
task-31-character-0-alphabet: korean
task-31-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kumohcrrje28j9zfdp.png
task-31-character-0-character-number: 28
task-31-character-0-id: a1umhcrj9zfdp
task-31-character-1-alphabet: myanmar
task-31-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mfoyggatln25wgo7n4.png
task-31-character-1-character-number: 25
task-31-character-1-id: a1foggtlgo7n4
task-31-is-correct-answer: true
task-31-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301236033033,"which":97}
task-31-keypress_before_show_prompt_count: 0
task-31-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-31-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-31-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-31-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-31-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-31-reaction-time: 515
task-31-time-of-doTask: 1298903231273
task-31-time-of-keypress: 1298903233033
task-31-time-of-showCharacters: 1298903232518
task-32-are-same: true
task-32-character-0-alphabet: korean
task-32-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kd7oxwrp0e29ygand5.png
task-32-character-0-character-number: 29
task-32-character-0-id: a3d7xwp0gand5
task-32-character-1-alphabet: korean
task-32-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kpxo0arywe29txngce.png
task-32-character-1-character-number: 29
task-32-character-1-id: a2px0aywxngce
task-32-is-correct-answer: true
task-32-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-32-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-32-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-32-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-32-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-32-reaction-time: -1
task-32-time-of-doTask: 1298903234043
task-32-time-of-showCharacters: 1298903235633
task-33-are-same: false
task-33-character-0-alphabet: tagalog
task-33-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1t2rafygr8a06edbn79.png
task-33-character-0-character-number: 06
task-33-character-0-id: a12rfyr8dbn79
task-33-character-1-alphabet: atemayar
task-33-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1az5t9eeb5m258sfxpy.png
task-33-character-1-character-number: 25
task-33-character-1-id: a1z59eb5sfxpy
task-33-is-correct-answer: true
task-33-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301236042008,"which":97}
task-33-keypress_before_show_prompt_count: 0
task-33-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-33-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-33-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-33-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-33-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-33-reaction-time: 655
task-33-time-of-doTask: 1298903240644
task-33-time-of-keypress: 1298903242008
task-33-time-of-showCharacters: 1298903241353
task-34-are-same: false
task-34-character-0-alphabet: sylheti
task-34-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3sm0yktl6kh20ujezd1.png
task-34-character-0-character-number: 20
task-34-character-0-id: a3m0kt6kjezd1
task-34-character-1-alphabet: sylheti
task-34-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ays0byjclgyh192dhix.png
task-34-character-1-character-number: 19
task-34-character-1-id: ay0bjcgydhix
task-34-is-correct-answer: true
task-34-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301236044575,"which":97}
task-34-keypress_before_show_prompt_count: 0
task-34-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-34-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-34-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-34-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-34-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-34-reaction-time: 686
task-34-time-of-doTask: 1298903243015
task-34-time-of-keypress: 1298903244575
task-34-time-of-showCharacters: 1298903243889
task-35-are-same: true
task-35-character-0-alphabet: inuktitut
task-35-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iqknu9umck03gcvl35.png
task-35-character-0-character-number: 03
task-35-character-0-id: a1qku9mccvl35
task-35-character-1-alphabet: inuktitut
task-35-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1imannxuzok03lpzden.png
task-35-character-1-character-number: 03
task-35-character-1-id: a1manxzopzden
task-35-is-correct-answer: true
task-35-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-35-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-35-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-35-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-35-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-35-reaction-time: -1
task-35-time-of-doTask: 1298903245582
task-35-time-of-showCharacters: 1298903246467
task-36-are-same: true
task-36-character-0-alphabet: inuktitut
task-36-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2iqnnqdu7mk11x8zfbo.png
task-36-character-0-character-number: 11
task-36-character-0-id: a2qnqd7m8zfbo
task-36-character-1-alphabet: inuktitut
task-36-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ayi0bnjcugyk112dhix.png
task-36-character-1-character-number: 11
task-36-character-1-id: ay0bjcgydhix
task-36-is-correct-answer: true
task-36-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-36-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-36-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-36-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-36-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-36-reaction-time: -1
task-36-time-of-doTask: 1298903251478
task-36-time-of-showCharacters: 1298903252278
task-37-are-same: true
task-37-character-0-alphabet: myanmar
task-37-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avmlbykma6qn25ipb1s.png
task-37-character-0-character-number: 25
task-37-character-0-id: avlbkm6qpb1s
task-37-character-1-alphabet: myanmar
task-37-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a4m85y8na7gn253gst4.png
task-37-character-1-character-number: 25
task-37-character-1-id: a4858n7ggst4
task-37-is-correct-answer: true
task-37-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-37-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-37-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-37-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-37-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-37-reaction-time: -1
task-37-time-of-doTask: 1298903257288
task-37-time-of-showCharacters: 1298903258121
task-38-are-same: true
task-38-character-0-alphabet: sylheti
task-38-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alsjsyxtl6vh17r0a30.png
task-38-character-0-character-number: 17
task-38-character-0-id: aljsxt6v0a30
task-38-character-1-alphabet: sylheti
task-38-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avslbykml6qh17ipb1s.png
task-38-character-1-character-number: 17
task-38-character-1-id: avlbkm6qpb1s
task-38-is-correct-answer: true
task-38-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-38-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-38-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-38-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-38-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-38-reaction-time: -1
task-38-time-of-doTask: 1298903263132
task-38-time-of-showCharacters: 1298903264478
task-39-are-same: true
task-39-character-0-alphabet: tagalog
task-39-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tyoavlglua05yv1c9h.png
task-39-character-0-character-number: 05
task-39-character-0-id: a1yovlluv1c9h
task-39-character-1-alphabet: tagalog
task-39-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1t2rafygr8a05edbn79.png
task-39-character-1-character-number: 05
task-39-character-1-id: a12rfyr8dbn79
task-39-is-correct-answer: true
task-39-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-39-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-39-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-39-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-39-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-39-reaction-time: -1
task-39-time-of-doTask: 1298903269489
task-39-time-of-showCharacters: 1298903270586
task-4-are-same: false
task-4-character-0-alphabet: myanmar
task-4-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/admc8yvbakon01vocrr.png
task-4-character-0-character-number: 01
task-4-character-0-id: adc8vbkoocrr
task-4-character-1-alphabet: inuktitut
task-4-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ij8ns7ugik01uyto4a.png
task-4-character-1-character-number: 01
task-4-character-1-id: a1j8s7giyto4a
task-4-is-correct-answer: true
task-4-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301235932391,"which":97}
task-4-keypress_before_show_prompt_count: 0
task-4-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-4-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-4-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-4-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-4-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-4-reaction-time: 486
task-4-time-of-doTask: 1298903130727
task-4-time-of-keypress: 1298903132391
task-4-time-of-showCharacters: 1298903131905
task-40-are-same: false
task-40-character-0-alphabet: myanmar
task-40-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mj1yppa96n32qx14u0.png
task-40-character-0-character-number: 32
task-40-character-0-id: a3j1pp96x14u0
task-40-character-1-alphabet: myanmar
task-40-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1maeyguanfn2516e081.png
task-40-character-1-character-number: 25
task-40-character-1-id: a1aegunf6e081
task-40-is-correct-answer: true
task-40-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301236081695,"which":97}
task-40-keypress_before_show_prompt_count: 0
task-40-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-40-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-40-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-40-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-40-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-40-reaction-time: 1506
task-40-time-of-doTask: 1298903279539
task-40-time-of-keypress: 1298903281695
task-40-time-of-showCharacters: 1298903280189
task-41-are-same: true
task-41-character-0-alphabet: sylheti
task-41-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3spkyunl3oh20znkucn.png
task-41-character-0-character-number: 20
task-41-character-0-id: a3pkun3onkucn
task-41-character-1-alphabet: sylheti
task-41-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sqkyu9lmch20gcvl35.png
task-41-character-1-character-number: 20
task-41-character-1-id: a1qku9mccvl35
task-41-is-correct-answer: true
task-41-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-41-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-41-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-41-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-41-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-41-reaction-time: -1
task-41-time-of-doTask: 1298903282703
task-41-time-of-showCharacters: 1298903283608
task-42-are-same: true
task-42-character-0-alphabet: myanmar
task-42-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mj8ys7agin32uyto4a.png
task-42-character-0-character-number: 32
task-42-character-0-id: a1j8s7giyto4a
task-42-character-1-alphabet: myanmar
task-42-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mumyhcarjn32j9zfdp.png
task-42-character-1-character-number: 32
task-42-character-1-id: a1umhcrj9zfdp
task-42-is-correct-answer: true
task-42-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-42-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-42-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-42-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-42-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-42-reaction-time: -1
task-42-time-of-doTask: 1298903288617
task-42-time-of-showCharacters: 1298903289648
task-43-are-same: true
task-43-character-0-alphabet: inuktitut
task-43-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iz5n9eub5k038sfxpy.png
task-43-character-0-character-number: 03
task-43-character-0-id: a1z59eb5sfxpy
task-43-character-1-alphabet: inuktitut
task-43-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1is3nnjuxhk03cehcip.png
task-43-character-1-character-number: 03
task-43-character-1-id: a1s3njxhehcip
task-43-is-correct-answer: false
task-43-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301236096456,"which":97}
task-43-keypress_before_show_prompt_count: 0
task-43-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-43-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-43-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-43-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-43-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-43-reaction-time: 703
task-43-time-of-doTask: 1298903294658
task-43-time-of-keypress: 1298903296456
task-43-time-of-showCharacters: 1298903295753
task-44-are-same: true
task-44-character-0-alphabet: inuktitut
task-44-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iqknu9umck11gcvl35.png
task-44-character-0-character-number: 11
task-44-character-0-id: a1qku9mccvl35
task-44-character-1-alphabet: inuktitut
task-44-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2iqnnqdu7mk11x8zfbo.png
task-44-character-1-character-number: 11
task-44-character-1-id: a2qnqd7m8zfbo
task-44-is-correct-answer: true
task-44-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-44-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-44-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-44-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-44-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-44-reaction-time: -1
task-44-time-of-doTask: 1298903297463
task-44-time-of-showCharacters: 1298903298679
task-45-are-same: true
task-45-character-0-alphabet: sylheti
task-45-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3spkyunl3oh17znkucn.png
task-45-character-0-character-number: 17
task-45-character-0-id: a3pkun3onkucn
task-45-character-1-alphabet: sylheti
task-45-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3sr9yq9lwqh171m1nyz.png
task-45-character-1-character-number: 17
task-45-character-1-id: a3r9q9wqm1nyz
task-45-is-correct-answer: true
task-45-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-45-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-45-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-45-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-45-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-45-reaction-time: -1
task-45-time-of-doTask: 1298903303688
task-45-time-of-showCharacters: 1298903304680
task-46-are-same: true
task-46-character-0-alphabet: korean
task-46-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3k9iovbrdme0451ekue.png
task-46-character-0-character-number: 04
task-46-character-0-id: a39ivbdm1ekue
task-46-character-1-alphabet: korean
task-46-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kudoqvr4pe04ufypkn.png
task-46-character-1-character-number: 04
task-46-character-1-id: a1udqv4pfypkn
task-46-is-correct-answer: true
task-46-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-46-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-46-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-46-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-46-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-46-reaction-time: -1
task-46-time-of-doTask: 1298903309690
task-46-time-of-showCharacters: 1298903310704
task-47-are-same: false
task-47-character-0-alphabet: korean
task-47-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kbbo99rmne2943zy37.png
task-47-character-0-character-number: 29
task-47-character-0-id: a3bb99mn3zy37
task-47-character-1-alphabet: myanmar
task-47-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mfoyggatln25wgo7n4.png
task-47-character-1-character-number: 25
task-47-character-1-id: a1foggtlgo7n4
task-47-is-correct-answer: true
task-47-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301236118064,"which":97}
task-47-keypress_before_show_prompt_count: 0
task-47-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-47-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-47-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-47-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-47-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-47-reaction-time: 1154
task-47-time-of-doTask: 1298903315715
task-47-time-of-keypress: 1298903318064
task-47-time-of-showCharacters: 1298903316910
task-48-are-same: true
task-48-character-0-alphabet: myanmar
task-48-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/admc8yvbakon25vocrr.png
task-48-character-0-character-number: 25
task-48-character-0-id: adc8vbkoocrr
task-48-character-1-alphabet: myanmar
task-48-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ajmf6y6jawen257n7bx.png
task-48-character-1-character-number: 25
task-48-character-1-id: ajf66jwen7bx
task-48-is-correct-answer: true
task-48-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-48-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-48-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-48-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-48-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-48-reaction-time: -1
task-48-time-of-doTask: 1298903319072
task-48-time-of-showCharacters: 1298903319968
task-49-are-same: false
task-49-character-0-alphabet: atemayar
task-49-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2apftkteghm06hg1ofp.png
task-49-character-0-character-number: 06
task-49-character-0-id: a2pfktghg1ofp
task-49-character-1-alphabet: korean
task-49-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2knmo1qrzue04fh14ls.png
task-49-character-1-character-number: 04
task-49-character-1-id: a2nm1qzuh14ls
task-49-is-correct-answer: true
task-49-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301236126800,"which":97}
task-49-keypress_before_show_prompt_count: 0
task-49-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-49-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-49-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-49-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-49-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-49-reaction-time: 970
task-49-time-of-doTask: 1298903324979
task-49-time-of-keypress: 1298903326800
task-49-time-of-showCharacters: 1298903325830
task-5-are-same: true
