assignmentId: 2IF46UXFCD45BWPGQ2JNZKIOCT2VTF
task-195-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-195-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-195-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-195-reaction-time: -1
task-195-time-of-doTask: 1298901413176
task-195-time-of-showCharacters: 1298901413877
task-196-are-same: true
task-196-character-0-alphabet: sylheti
task-196-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sfoyggltlh20wgo7n4.png
task-196-character-0-character-number: 20
task-196-character-0-id: a1foggtlgo7n4
task-196-character-1-alphabet: sylheti
task-196-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alsjsyxtl6vh20r0a30.png
task-196-character-1-character-number: 20
task-196-character-1-id: aljsxt6v0a30
task-196-is-correct-answer: true
task-196-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-196-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-196-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-196-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-196-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-196-reaction-time: -1
task-196-time-of-doTask: 1298901418923
task-196-time-of-showCharacters: 1298901420326
task-197-are-same: false
task-197-character-0-alphabet: atemayar
task-197-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3am0tkte6km23ujezd1.png
task-197-character-0-character-number: 23
task-197-character-0-id: a3m0kt6kjezd1
task-197-character-1-alphabet: sylheti
task-197-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/amsynypll5xh28zzw6q.png
task-197-character-1-character-number: 28
task-197-character-1-id: amynpl5xzw6q
task-197-is-correct-answer: true
task-197-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301234227624,"which":32}
task-197-keypress_before_show_prompt_count: 0
task-197-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-197-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-197-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-197-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-197-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-197-reaction-time: 1584
task-197-time-of-doTask: 1298901425376
task-197-time-of-keypress: 1298901427625
task-197-time-of-showCharacters: 1298901426041
task-198-are-same: true
task-198-character-0-alphabet: inuktitut
task-198-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ij8ns7ugik03uyto4a.png
task-198-character-0-character-number: 03
task-198-character-0-id: a1j8s7giyto4a
task-198-character-1-alphabet: inuktitut
task-198-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alijsnxtu6vk03r0a30.png
task-198-character-1-character-number: 03
task-198-character-1-id: aljsxt6v0a30
task-198-is-correct-answer: true
task-198-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-198-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-198-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-198-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-198-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-198-reaction-time: -1
task-198-time-of-doTask: 1298901428666
task-198-time-of-showCharacters: 1298901429639
task-199-are-same: false
task-199-character-0-alphabet: inuktitut
task-199-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aei0inbwut7k03easth.png
task-199-character-0-character-number: 03
task-199-character-0-id: ae0ibwt7asth
task-199-character-1-alphabet: sylheti
task-199-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a4s85y8nl7gh173gst4.png
task-199-character-1-character-number: 17
task-199-character-1-id: a4858n7ggst4
task-199-is-correct-answer: true
task-199-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301234236905,"which":32}
task-199-keypress_before_show_prompt_count: 0
task-199-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-199-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-199-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-199-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-199-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-199-reaction-time: 1062
task-199-time-of-doTask: 1298901434688
task-199-time-of-keypress: 1298901436906
task-199-time-of-showCharacters: 1298901435844
task-2-are-same: false
task-2-character-0-alphabet: sylheti
task-2-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3spkyunl3oh20znkucn.png
task-2-character-0-character-number: 20
task-2-character-0-id: a3pkun3onkucn
task-2-character-1-alphabet: korean
task-2-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aakv4opzrxde287oebd.png
task-2-character-1-character-number: 28
task-2-character-1-id: aav4pzxdoebd
task-2-is-correct-answer: true
task-2-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233090658,"which":32}
task-2-keypress_before_show_prompt_count: 0
task-2-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-2-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-2-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-2-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-2-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-2-reaction-time: 1006
task-2-time-of-doTask: 1298900288206
task-2-time-of-keypress: 1298900290659
task-2-time-of-showCharacters: 1298900289653
task-20-are-same: true
task-20-character-0-alphabet: atemayar
task-20-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/axa5gtghehjm23d0o6g.png
task-20-character-0-character-number: 23
task-20-character-0-id: ax5gghhj0o6g
task-20-character-1-alphabet: atemayar
task-20-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/agastt3ceo6m23uusf8.png
task-20-character-1-character-number: 23
task-20-character-1-id: agst3co6usf8
task-20-is-correct-answer: true
task-20-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-20-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-20-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-20-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-20-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-20-reaction-time: -1
task-20-time-of-doTask: 1298900379393
task-20-time-of-showCharacters: 1298900380268
task-200-are-same: true
task-200-character-0-alphabet: inuktitut
task-200-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2ipfnktughk01hg1ofp.png
task-200-character-0-character-number: 01
task-200-character-0-id: a2pfktghg1ofp
task-200-character-1-alphabet: inuktitut
task-200-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avilbnkmu6qk01ipb1s.png
task-200-character-1-character-number: 01
task-200-character-1-id: avlbkm6qpb1s
task-200-is-correct-answer: true
task-200-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-200-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-200-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-200-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-200-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-200-reaction-time: -1
task-200-time-of-doTask: 1298901440666
task-200-time-of-showCharacters: 1298901441718
task-201-are-same: true
task-201-character-0-alphabet: myanmar
task-201-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ajmf6y6jawen327n7bx.png
task-201-character-0-character-number: 32
task-201-character-0-id: ajf66jwen7bx
task-201-character-1-alphabet: myanmar
task-201-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2mpfyktaghn32hg1ofp.png
task-201-character-1-character-number: 32
task-201-character-1-id: a2pfktghg1ofp
task-201-is-correct-answer: true
task-201-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-201-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-201-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-201-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-201-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-201-reaction-time: -1
task-201-time-of-doTask: 1298901446765
task-201-time-of-showCharacters: 1298901448265
task-202-are-same: true
task-202-character-0-alphabet: atemayar
task-202-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avalbtkme6qm10ipb1s.png
task-202-character-0-character-number: 10
task-202-character-0-id: avlbkm6qpb1s
task-202-character-1-alphabet: atemayar
task-202-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1az5t9eeb5m108sfxpy.png
task-202-character-1-character-number: 10
task-202-character-1-id: a1z59eb5sfxpy
task-202-is-correct-answer: true
task-202-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-202-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-202-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-202-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-202-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-202-reaction-time: -1
task-202-time-of-doTask: 1298901455215
task-202-time-of-showCharacters: 1298901456814
task-203-are-same: true
task-203-character-0-alphabet: sylheti
task-203-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6sfjybvluzh19yrhm6.png
task-203-character-0-character-number: 19
task-203-character-0-id: a6fjbvuzrhm6
task-203-character-1-alphabet: sylheti
task-203-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sqkyu9lmch19gcvl35.png
task-203-character-1-character-number: 19
task-203-character-1-id: a1qku9mccvl35
task-203-is-correct-answer: true
task-203-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-203-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-203-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-203-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-203-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-203-reaction-time: -1
task-203-time-of-doTask: 1298901461875
task-203-time-of-showCharacters: 1298901463151
task-204-are-same: true
task-204-character-0-alphabet: inuktitut
task-204-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2iernnxue6k030jlm4x.png
task-204-character-0-character-number: 03
task-204-character-0-id: a2ernxe6jlm4x
task-204-character-1-alphabet: inuktitut
task-204-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alijsnxtu6vk03r0a30.png
task-204-character-1-character-number: 03
task-204-character-1-id: aljsxt6v0a30
task-204-is-correct-answer: true
task-204-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-204-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-204-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-204-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-204-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-204-reaction-time: -1
task-204-time-of-doTask: 1298901468816
task-204-time-of-showCharacters: 1298901469501
task-205-are-same: true
task-205-character-0-alphabet: myanmar
task-205-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mumyhcarjn32j9zfdp.png
task-205-character-0-character-number: 32
task-205-character-0-id: a1umhcrj9zfdp
task-205-character-1-alphabet: myanmar
task-205-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mqayt9aqkn326qumi2.png
task-205-character-1-character-number: 32
task-205-character-1-id: a3qat9qkqumi2
task-205-is-correct-answer: true
task-205-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-205-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-205-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-205-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-205-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-205-reaction-time: -1
task-205-time-of-doTask: 1298901474559
task-205-time-of-showCharacters: 1298901475832
task-206-are-same: false
task-206-character-0-alphabet: myanmar
task-206-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a4m85y8na7gn313gst4.png
task-206-character-0-character-number: 31
task-206-character-0-id: a4858n7ggst4
task-206-character-1-alphabet: korean
task-206-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2knmo1qrzue04fh14ls.png
task-206-character-1-character-number: 04
task-206-character-1-id: a2nm1qzuh14ls
task-206-is-correct-answer: true
task-206-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301234283144,"which":32}
task-206-keypress_before_show_prompt_count: 0
task-206-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-206-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-206-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-206-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-206-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-206-reaction-time: 1368
task-206-time-of-doTask: 1298901481172
task-206-time-of-keypress: 1298901483146
task-206-time-of-showCharacters: 1298901481778
task-207-are-same: false
task-207-character-0-alphabet: korean
task-207-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2keronxre6e290jlm4x.png
task-207-character-0-character-number: 29
task-207-character-0-id: a2ernxe6jlm4x
task-207-character-1-alphabet: inuktitut
task-207-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iqknu9umck01gcvl35.png
task-207-character-1-character-number: 01
task-207-character-1-id: a1qku9mccvl35
task-207-is-correct-answer: true
task-207-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301234286115,"which":32}
task-207-keypress_before_show_prompt_count: 0
task-207-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-207-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-207-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-207-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-207-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-207-reaction-time: 761
task-207-time-of-doTask: 1298901484185
task-207-time-of-keypress: 1298901486116
task-207-time-of-showCharacters: 1298901485355
task-208-are-same: true
task-208-character-0-alphabet: inuktitut
task-208-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3inono9uk3k02cy1yu5.png
task-208-character-0-character-number: 02
task-208-character-0-id: a3noo9k3y1yu5
task-208-character-1-alphabet: inuktitut
task-208-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aei0inbwut7k02easth.png
task-208-character-1-character-number: 02
task-208-character-1-id: ae0ibwt7asth
task-208-is-correct-answer: true
task-208-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-208-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-208-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-208-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-208-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-208-reaction-time: -1
task-208-time-of-doTask: 1298901487152
task-208-time-of-showCharacters: 1298901487801
task-209-are-same: false
task-209-character-0-alphabet: tagalog
task-209-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ti9a2agaca02zrkacw.png
task-209-character-0-character-number: 02
task-209-character-0-id: a1i92aacrkacw
task-209-character-1-alphabet: atemayar
task-209-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/azadwt60e62m231ia38.png
task-209-character-1-character-number: 23
task-209-character-1-id: azdw6062ia38
task-209-is-correct-answer: true
task-209-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301234294628,"which":32}
task-209-keypress_before_show_prompt_count: 0
task-209-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-209-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-209-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-209-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-209-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-209-reaction-time: 904
task-209-time-of-doTask: 1298901492830
task-209-time-of-keypress: 1298901494630
task-209-time-of-showCharacters: 1298901493726
task-21-are-same: true
task-21-character-0-alphabet: tagalog
task-21-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1t2rafygr8a10edbn79.png
task-21-character-0-character-number: 10
task-21-character-0-id: a12rfyr8dbn79
task-21-character-1-alphabet: tagalog
task-21-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tqaat9gqka106qumi2.png
task-21-character-1-character-number: 10
task-21-character-1-id: a3qat9qkqumi2
task-21-is-correct-answer: true
task-21-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-21-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-21-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-21-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-21-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-21-reaction-time: -1
task-21-time-of-doTask: 1298900385314
task-21-time-of-showCharacters: 1298900386843
task-22-are-same: true
task-22-character-0-alphabet: myanmar
task-22-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/almjsyxta6vn31r0a30.png
task-22-character-0-character-number: 31
task-22-character-0-id: aljsxt6v0a30
task-22-character-1-alphabet: myanmar
task-22-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ajmf6y6jawen317n7bx.png
task-22-character-1-character-number: 31
task-22-character-1-id: ajf66jwen7bx
task-22-is-correct-answer: true
task-22-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-22-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-22-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-22-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-22-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-22-reaction-time: -1
task-22-time-of-doTask: 1298900391890
task-22-time-of-showCharacters: 1298900392787
task-23-are-same: true
task-23-character-0-alphabet: korean
task-23-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kmvo1jrtwe28hep7xn.png
task-23-character-0-character-number: 28
task-23-character-0-id: a3mv1jtwep7xn
task-23-character-1-alphabet: korean
task-23-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ajk6uoper9me287larg.png
task-23-character-1-character-number: 28
task-23-character-1-id: aj6upe9mlarg
task-23-is-correct-answer: true
task-23-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-23-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-23-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-23-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-23-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-23-reaction-time: -1
task-23-time-of-doTask: 1298900397827
task-23-time-of-showCharacters: 1298900399036
task-24-are-same: false
task-24-character-0-alphabet: sylheti
task-24-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3sr9yq9lwqh191m1nyz.png
task-24-character-0-character-number: 19
task-24-character-0-id: a3r9q9wqm1nyz
task-24-character-1-alphabet: myanmar
task-24-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2mpfyktaghn01hg1ofp.png
task-24-character-1-character-number: 01
task-24-character-1-id: a2pfktghg1ofp
task-24-is-correct-answer: true
task-24-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233206522,"which":32}
task-24-keypress_before_show_prompt_count: 0
task-24-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-24-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-24-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-24-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-24-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-24-reaction-time: 1361
task-24-time-of-doTask: 1298900404080
task-24-time-of-keypress: 1298900406523
task-24-time-of-showCharacters: 1298900405162
task-25-are-same: true
task-25-character-0-alphabet: korean
task-25-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kpxo0arywe04txngce.png
task-25-character-0-character-number: 04
task-25-character-0-id: a2px0aywxngce
task-25-character-1-alphabet: korean
task-25-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2knmo1qrzue04fh14ls.png
task-25-character-1-character-number: 04
task-25-character-1-id: a2nm1qzuh14ls
task-25-is-correct-answer: true
task-25-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-25-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-25-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-25-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-25-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-25-reaction-time: -1
task-25-time-of-doTask: 1298900409392
task-25-time-of-showCharacters: 1298900410385
task-26-are-same: true
task-26-character-0-alphabet: korean
task-26-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kmaonxrzoe39lpzden.png
task-26-character-0-character-number: 39
task-26-character-0-id: a1manxzopzden
task-26-character-1-alphabet: korean
task-26-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kpxo0arywe39txngce.png
task-26-character-1-character-number: 39
task-26-character-1-id: a2px0aywxngce
task-26-is-correct-answer: true
task-26-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-26-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-26-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-26-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-26-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-26-reaction-time: -1
task-26-time-of-doTask: 1298900415422
task-26-time-of-showCharacters: 1298900416675
task-27-are-same: true
task-27-character-0-alphabet: myanmar
task-27-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ammynypla5xn25zzw6q.png
task-27-character-0-character-number: 25
task-27-character-0-id: amynpl5xzw6q
task-27-character-1-alphabet: myanmar
task-27-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a4m85y8na7gn253gst4.png
task-27-character-1-character-number: 25
task-27-character-1-id: a4858n7ggst4
task-27-is-correct-answer: true
task-27-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-27-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-27-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-27-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-27-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-27-reaction-time: -1
task-27-time-of-doTask: 1298900424032
task-27-time-of-showCharacters: 1298900424791
task-28-are-same: true
task-28-character-0-alphabet: inuktitut
task-28-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iqknu9umck03gcvl35.png
task-28-character-0-character-number: 03
task-28-character-0-id: a1qku9mccvl35
task-28-character-1-alphabet: inuktitut
task-28-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avilbnkmu6qk03ipb1s.png
task-28-character-1-character-number: 03
task-28-character-1-id: avlbkm6qpb1s
task-28-is-correct-answer: true
task-28-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-28-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-28-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-28-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
